Employee_ID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,OverTime,StressLevel,ManagerRating,PromotionInLast2Years,HealthScore,RemoteWork,Attrition
EMP08148,33,Sales,Sales Representative,6175,12,2,2,3,Yes,4,3,No,3,No,Yes
EMP08149,48,Sales,Sales Executive,8803,9,1,2,1,Yes,1,2,Yes,4,No,No
EMP08150,52,Sales,Account Manager,9592,1,1,3,4,No,2,2,No,4,Yes,No
EMP08151,24,Sales,Sales Executive,4619,3,3,3,1,No,1,3,Yes,5,Yes,No
EMP08152,51,Engineering,Tech Lead,10732,8,1,3,3,No,1,1,No,4,No,Yes
EMP08153,33,HR,HR Manager,6902,3,2,4,1,No,3,1,No,4,No,No
EMP08154,30,Engineering,Tech Lead,5436,7,1,2,3,Yes,2,1,No,1,No,Yes
EMP08155,32,R&D,Research Scientist,6566,11,1,2,1,No,4,1,No,1,No,No
EMP08156,23,Marketing,Brand Manager,4331,2,3,4,3,No,3,1,No,2,Yes,Yes
EMP08157,28,Marketing,Brand Manager,4777,1,2,1,1,No,2,3,No,5,No,No
EMP08158,38,HR,HR Manager,8178,3,2,4,4,Yes,3,2,Yes,3,No,No
EMP08159,54,Sales,Sales Executive,11339,10,4,3,3,No,3,3,No,4,Yes,No
EMP08160,56,HR,HR Manager,10724,6,2,1,2,Yes,1,4,No,4,Yes,No
EMP08161,54,HR,HR Specialist,10911,10,1,3,2,No,1,2,Yes,1,No,No
EMP08162,45,Sales,Sales Executive,8118,10,3,1,1,No,2,3,No,4,No,No
EMP08163,40,R&D,R&D Director,8086,1,4,2,3,No,4,4,No,3,No,No
EMP08164,42,Marketing,Marketing Specialist,8675,15,3,1,4,No,2,1,No,3,Yes,No
EMP08165,32,Sales,Sales Executive,5429,11,2,1,1,Yes,4,1,No,5,No,No
EMP08166,53,R&D,R&D Director,9200,7,2,2,2,No,1,4,No,4,No,No
EMP08167,54,R&D,Research Scientist,10252,14,2,4,1,No,2,3,No,5,No,No
EMP08168,23,Engineering,Tech Lead,5194,2,1,4,1,Yes,3,3,No,3,Yes,Yes
EMP08169,32,R&D,Lab Technician,6812,11,4,1,2,No,4,2,No,5,No,No
EMP08170,25,Engineering,Software Engineer,5406,4,2,4,1,No,1,2,No,1,No,No
EMP08171,32,HR,HR Manager,5122,4,4,4,4,No,1,4,No,2,Yes,No
EMP08172,34,Engineering,Tech Lead,6049,1,4,3,3,No,3,1,No,3,No,No
EMP08173,25,Sales,Sales Executive,5063,3,3,4,2,Yes,2,2,Yes,4,Yes,No
EMP08174,23,HR,HR Manager,5137,2,2,3,4,No,2,1,No,3,Yes,No
EMP08175,50,Marketing,Marketing Specialist,9618,11,4,3,3,No,1,2,No,2,No,No
EMP08176,28,R&D,R&D Director,4998,7,2,3,2,No,1,3,No,4,No,No
EMP08177,38,Marketing,Brand Manager,6708,15,2,4,1,Yes,1,1,No,4,Yes,No
EMP08178,39,Engineering,QA Engineer,7478,5,2,1,1,No,3,1,Yes,1,No,No
EMP08179,24,Sales,Account Manager,4469,3,3,4,2,No,1,2,No,3,Yes,No
EMP08180,22,HR,HR Specialist,3798,1,1,2,3,No,3,1,No,1,No,No
EMP08181,38,HR,HR Manager,6846,3,4,1,1,No,3,4,No,1,No,No
EMP08182,47,Engineering,Tech Lead,9170,15,4,1,4,No,2,4,No,5,No,No
EMP08183,50,Engineering,QA Engineer,9156,4,1,4,1,No,2,3,No,4,No,No
EMP08184,23,R&D,Research Scientist,3414,2,4,4,2,No,1,4,Yes,2,Yes,No
EMP08185,49,Sales,Sales Executive,10057,5,2,3,3,No,4,4,No,3,No,No
EMP08186,55,HR,HR Manager,10662,11,2,2,1,Yes,3,1,No,5,No,Yes
EMP08187,50,Sales,Account Manager,9559,14,2,1,3,No,4,1,No,3,Yes,Yes
EMP08188,42,R&D,Lab Technician,8380,13,1,2,1,Yes,2,1,No,4,No,No
EMP08189,56,Marketing,Marketing Specialist,10775,11,2,2,2,No,2,4,No,3,No,No
EMP08190,24,Engineering,Tech Lead,3674,2,2,2,4,Yes,4,1,No,4,No,Yes
EMP08191,42,HR,HR Specialist,7220,15,3,4,2,Yes,1,4,Yes,3,No,No
EMP08192,26,HR,HR Manager,5685,5,1,1,3,No,1,1,No,2,Yes,Yes
EMP08193,47,Sales,Account Manager,8112,11,4,4,1,No,2,1,No,2,No,No
EMP08194,47,R&D,Research Scientist,9664,4,2,3,4,No,1,4,Yes,3,No,No
EMP08195,33,Marketing,Marketing Specialist,5590,11,4,4,4,No,1,4,No,2,No,Yes
EMP08196,28,Marketing,Brand Manager,5375,7,1,3,3,No,2,4,No,5,No,No
EMP08197,29,Engineering,Tech Lead,4820,4,4,2,2,No,3,3,Yes,3,No,No
EMP08198,34,R&D,Lab Technician,6647,2,1,3,4,No,4,1,Yes,3,Yes,No
EMP08199,51,Sales,Sales Executive,10349,6,4,4,2,No,4,2,No,1,No,No
EMP08200,56,HR,HR Manager,10866,5,4,4,3,Yes,2,1,No,4,Yes,Yes
EMP08201,44,R&D,R&D Director,8035,13,4,2,1,No,4,4,Yes,2,Yes,No
EMP08202,30,Sales,Account Manager,5793,7,4,4,1,Yes,1,3,No,4,Yes,No
EMP08203,47,Marketing,Brand Manager,8796,2,3,2,2,Yes,3,3,No,1,No,No
EMP08204,37,Sales,Sales Executive,7598,2,3,2,2,Yes,2,2,No,3,Yes,No
EMP08205,55,Marketing,Brand Manager,11278,2,4,4,4,Yes,4,2,No,2,No,No
EMP08206,35,Sales,Sales Representative,7364,7,2,3,1,No,2,1,No,3,No,Yes
EMP08207,24,R&D,Research Scientist,3791,3,1,4,2,No,4,2,No,2,No,Yes
EMP08208,34,HR,HR Specialist,5400,9,2,1,2,Yes,3,2,Yes,4,Yes,No
EMP08209,50,HR,HR Specialist,10512,10,1,1,1,Yes,3,1,Yes,5,No,Yes
EMP08210,57,Sales,Account Manager,11002,2,1,2,2,Yes,1,1,No,1,Yes,No
EMP08211,59,R&D,R&D Director,12087,11,4,2,1,No,2,2,No,3,No,No
EMP08212,32,Sales,Sales Executive,5180,9,2,4,1,Yes,1,3,No,4,No,No
EMP08213,39,Engineering,QA Engineer,7915,10,2,1,3,No,4,2,No,2,No,Yes
EMP08214,48,Engineering,DevOps Specialist,10177,12,2,2,1,Yes,2,3,Yes,1,No,Yes
EMP08215,59,Sales,Sales Executive,10587,7,1,3,1,Yes,1,2,No,5,Yes,Yes
EMP08216,27,Marketing,Marketing Specialist,5209,6,3,4,4,Yes,1,1,Yes,1,No,No
EMP08217,41,Engineering,Software Engineer,7879,5,4,4,4,No,3,2,No,5,No,No
EMP08218,29,Sales,Sales Executive,5045,2,4,3,4,No,4,1,No,5,No,No
EMP08219,22,R&D,R&D Director,4717,1,3,1,3,Yes,4,2,No,3,Yes,Yes
EMP08220,58,Sales,Sales Executive,11867,11,3,1,4,No,4,4,No,4,Yes,No
EMP08221,23,Sales,Sales Representative,4336,2,1,2,2,Yes,3,1,No,4,Yes,Yes
EMP08222,24,HR,HR Manager,4315,3,1,3,1,No,4,4,Yes,1,No,No
EMP08223,51,R&D,R&D Director,10169,13,3,1,4,No,3,3,No,4,No,Yes
EMP08224,48,HR,HR Manager,9075,2,4,1,1,No,4,4,No,4,No,No
EMP08225,44,Engineering,DevOps Specialist,8746,7,1,1,2,Yes,3,3,Yes,1,No,Yes
EMP08226,45,R&D,R&D Director,8085,4,2,4,1,No,1,1,Yes,1,No,No
EMP08227,32,Marketing,Marketing Specialist,6665,8,3,1,4,No,3,4,No,3,No,Yes
EMP08228,44,Marketing,Marketing Specialist,8507,8,4,3,1,Yes,1,1,Yes,1,No,No
EMP08229,44,HR,HR Manager,7413,7,1,3,3,No,4,1,No,5,No,No
EMP08230,28,Engineering,QA Engineer,5249,6,3,3,1,No,2,4,Yes,5,No,No
EMP08231,59,Sales,Account Manager,11429,2,2,4,4,Yes,1,1,No,1,No,Yes
EMP08232,56,Marketing,Brand Manager,10283,13,1,2,2,Yes,3,3,Yes,1,Yes,No
EMP08233,51,R&D,Research Scientist,9818,1,1,1,2,No,3,2,No,1,No,No
EMP08234,38,Engineering,DevOps Specialist,6714,13,1,4,1,Yes,1,3,No,5,No,Yes
EMP08235,47,R&D,R&D Director,8749,3,1,1,3,Yes,2,1,No,2,Yes,Yes
EMP08236,58,HR,HR Specialist,11129,12,2,3,1,No,4,2,No,3,No,No
EMP08237,22,R&D,Lab Technician,4618,1,3,2,1,No,2,4,Yes,1,No,No
EMP08238,51,Marketing,Brand Manager,10767,11,1,3,4,No,1,2,No,5,No,No
EMP08239,44,Marketing,Brand Manager,7469,9,3,1,2,Yes,3,4,No,1,No,No
EMP08240,55,Sales,Sales Executive,10109,12,1,1,3,No,1,3,No,5,No,Yes
EMP08241,46,Marketing,Marketing Specialist,7967,1,2,3,4,No,1,1,No,5,Yes,No
EMP08242,40,Engineering,QA Engineer,8566,3,1,4,4,No,3,4,No,1,No,Yes
EMP08243,35,R&D,Lab Technician,7338,1,4,1,3,No,1,4,No,3,Yes,No
EMP08244,23,Sales,Sales Representative,3985,2,2,4,2,Yes,4,4,No,5,No,No
EMP08245,51,Marketing,Brand Manager,8939,12,2,2,2,No,3,3,No,2,No,Yes
EMP08246,40,HR,HR Manager,7017,14,2,1,4,No,4,1,No,5,No,No
EMP08247,50,HR,HR Specialist,9331,14,1,2,2,Yes,4,1,No,5,No,Yes
EMP08248,30,HR,HR Manager,5840,9,3,3,2,No,2,2,No,3,No,No
EMP08249,35,Sales,Account Manager,7497,5,3,1,3,Yes,1,2,No,2,No,No
EMP08250,34,HR,HR Manager,6704,4,4,3,3,No,2,1,No,2,No,No
EMP08251,27,Sales,Account Manager,5953,6,2,4,2,No,2,1,Yes,3,Yes,No
EMP08252,33,Sales,Sales Executive,5894,5,3,3,3,Yes,3,4,No,4,Yes,No
EMP08253,45,Marketing,Brand Manager,8304,7,4,2,4,No,4,3,No,2,No,No
EMP08254,42,HR,HR Manager,7708,13,1,3,2,Yes,2,1,Yes,1,No,No
EMP08255,48,Engineering,QA Engineer,9384,8,3,2,2,Yes,1,1,No,3,Yes,No
EMP08256,30,HR,HR Specialist,5692,8,4,1,3,Yes,4,4,No,1,No,Yes
EMP08257,47,HR,HR Specialist,9871,11,2,4,2,No,3,4,No,4,No,No
EMP08258,50,Engineering,DevOps Specialist,9671,6,1,4,3,Yes,3,4,Yes,2,Yes,No
EMP08259,22,HR,HR Manager,4122,1,4,1,3,No,1,1,No,2,Yes,No
EMP08260,43,HR,HR Manager,8506,10,4,1,1,Yes,1,2,No,4,Yes,No
EMP08261,28,Sales,Sales Representative,5421,7,4,4,4,No,4,1,No,3,No,No
EMP08262,24,Engineering,Software Engineer,3665,3,2,4,4,Yes,1,4,No,5,No,Yes
EMP08263,58,Sales,Sales Representative,12148,4,1,1,4,No,3,4,No,1,No,Yes
EMP08264,55,Sales,Sales Executive,9861,6,3,2,1,Yes,4,1,No,3,No,Yes
EMP08265,27,Engineering,Software Engineer,5682,2,2,3,2,No,3,2,No,4,Yes,No
EMP08266,45,R&D,R&D Director,8388,1,4,1,2,No,2,3,No,1,Yes,No
EMP08267,40,R&D,Lab Technician,7147,3,4,2,4,No,3,1,No,2,Yes,No
EMP08268,23,R&D,Lab Technician,4403,2,4,3,1,No,2,3,No,5,Yes,Yes
EMP08269,49,Sales,Sales Representative,8639,5,3,4,3,Yes,3,2,No,5,Yes,Yes
EMP08270,40,R&D,Lab Technician,8470,9,2,4,1,Yes,3,1,No,1,No,No
EMP08271,33,Sales,Sales Representative,6917,9,2,2,2,No,1,1,No,5,No,No
EMP08272,23,Marketing,Brand Manager,3609,2,1,2,1,No,4,1,No,3,Yes,Yes
EMP08273,37,R&D,Research Scientist,6614,4,1,2,1,No,4,2,No,4,Yes,Yes
EMP08274,31,Engineering,DevOps Specialist,5174,3,2,3,2,No,2,1,Yes,3,Yes,No
EMP08275,34,R&D,Lab Technician,6294,7,2,2,2,Yes,1,2,No,5,Yes,No
EMP08276,43,Sales,Account Manager,7465,4,4,3,1,No,4,4,No,1,Yes,No
EMP08277,55,Sales,Sales Executive,10264,1,2,1,4,No,3,2,No,1,No,No
EMP08278,48,Sales,Account Manager,9585,14,1,4,4,No,1,4,No,3,No,No
EMP08279,49,Sales,Sales Representative,10241,3,2,1,3,No,2,3,No,1,Yes,No
EMP08280,40,HR,HR Manager,7724,4,4,2,1,Yes,3,2,No,3,No,No
EMP08281,43,Engineering,QA Engineer,8987,15,1,3,3,No,1,1,Yes,1,No,No
EMP08282,41,R&D,Research Scientist,7161,3,1,1,4,No,3,2,No,2,Yes,No
EMP08283,32,Sales,Sales Representative,5072,8,3,3,3,No,1,1,No,5,Yes,No
EMP08284,58,Sales,Account Manager,11032,5,2,4,2,No,3,2,No,4,No,No
EMP08285,27,Sales,Sales Representative,5709,6,3,3,3,No,1,3,No,3,No,No
EMP08286,32,Engineering,Tech Lead,6269,5,1,2,3,No,2,1,No,3,No,No
EMP08287,28,Sales,Sales Representative,4962,7,4,4,3,No,1,1,Yes,2,Yes,No
EMP08288,55,Marketing,Marketing Specialist,10033,15,4,2,1,No,1,3,No,5,No,No
EMP08289,59,Engineering,Tech Lead,10910,12,2,4,2,No,2,2,No,5,Yes,No
EMP08290,26,HR,HR Specialist,4400,5,4,2,2,No,4,3,No,4,No,Yes
EMP08291,26,R&D,Lab Technician,4823,1,1,2,1,No,4,2,No,5,No,Yes
EMP08292,22,Marketing,Marketing Specialist,4624,1,4,1,3,Yes,1,4,No,3,Yes,Yes
EMP08293,35,Marketing,Marketing Specialist,7196,9,1,2,2,No,3,2,No,4,No,Yes
EMP08294,53,Sales,Sales Representative,9670,9,2,4,2,No,1,2,No,5,No,No
EMP08295,59,HR,HR Specialist,11164,7,4,3,4,Yes,2,2,No,5,No,No
EMP08296,34,Sales,Sales Representative,7240,5,3,3,1,No,3,3,No,5,No,Yes
EMP08297,50,Marketing,Marketing Specialist,9842,3,2,3,1,No,1,2,No,4,No,No
EMP08298,22,R&D,R&D Director,4357,1,3,2,1,No,1,3,No,3,No,No
EMP08299,27,Sales,Account Manager,4155,6,2,1,3,No,3,3,No,3,No,No
EMP08300,27,HR,HR Manager,5924,6,3,1,4,No,1,3,No,3,No,Yes
EMP08301,29,Sales,Account Manager,5445,4,3,2,2,Yes,1,3,Yes,2,No,No
EMP08302,58,Marketing,Marketing Specialist,11890,11,2,2,1,No,3,2,No,2,No,No
EMP08303,32,Marketing,Marketing Specialist,5491,11,1,3,1,No,2,2,No,4,No,No
EMP08304,25,Marketing,Brand Manager,4338,4,4,2,3,Yes,3,3,No,4,Yes,No
EMP08305,39,Engineering,Software Engineer,6586,8,4,3,2,Yes,1,3,No,5,No,No
EMP08306,36,Engineering,QA Engineer,7526,13,4,1,1,No,2,1,Yes,4,Yes,No
EMP08307,28,Sales,Sales Executive,5441,7,3,3,3,No,3,3,No,4,Yes,No
EMP08308,46,R&D,R&D Director,8553,13,1,2,4,Yes,3,3,Yes,3,No,No
EMP08309,59,HR,HR Manager,11014,9,4,4,4,No,2,2,No,3,Yes,No
EMP08310,36,HR,HR Manager,7104,15,3,3,1,Yes,3,2,No,2,Yes,Yes
EMP08311,59,R&D,R&D Director,11358,15,3,1,3,No,4,4,No,5,Yes,No
EMP08312,52,R&D,R&D Director,10063,7,4,2,4,Yes,3,1,No,5,No,Yes
EMP08313,55,Marketing,Marketing Specialist,9678,6,2,2,2,Yes,4,3,No,5,No,Yes
EMP08314,22,R&D,Lab Technician,4640,1,2,3,4,No,4,3,No,3,No,No
EMP08315,57,HR,HR Manager,10886,12,3,3,2,No,1,1,No,1,No,No
EMP08316,45,Marketing,Marketing Specialist,8047,14,2,2,3,No,1,4,No,2,No,No
EMP08317,31,HR,HR Manager,5500,8,3,3,1,Yes,3,3,Yes,4,Yes,No
EMP08318,49,Sales,Account Manager,10077,9,1,4,2,No,4,1,No,1,Yes,Yes
EMP08319,46,Engineering,Software Engineer,9475,6,2,3,4,No,3,2,No,1,No,No
EMP08320,57,Marketing,Marketing Specialist,11584,3,3,3,3,No,4,1,No,5,Yes,No
EMP08321,43,HR,HR Manager,8701,10,2,4,4,No,4,1,No,2,No,No
EMP08322,50,Engineering,Software Engineer,9525,6,2,3,2,No,4,1,No,5,Yes,No
EMP08323,47,HR,HR Specialist,9977,2,2,1,1,No,1,1,No,4,Yes,No
EMP08324,22,R&D,Research Scientist,3444,1,1,4,4,No,4,1,No,5,No,No
EMP08325,37,Marketing,Marketing Specialist,7053,5,2,1,4,No,1,1,No,5,Yes,No
EMP08326,46,Marketing,Marketing Specialist,8080,14,3,2,3,No,1,2,No,1,No,No
EMP08327,28,Sales,Account Manager,5719,2,3,3,4,No,2,2,Yes,5,No,No
EMP08328,29,Sales,Sales Executive,6105,8,2,3,2,Yes,4,4,No,2,No,Yes
EMP08329,44,R&D,Lab Technician,8497,12,2,2,2,Yes,2,2,Yes,4,No,No
EMP08330,38,HR,HR Specialist,7240,9,1,3,3,No,1,1,No,1,Yes,No
EMP08331,43,HR,HR Manager,7783,6,3,1,1,No,3,2,No,5,Yes,No
EMP08332,22,HR,HR Specialist,3166,1,4,1,3,No,1,1,Yes,3,No,No
EMP08333,40,Marketing,Marketing Specialist,8235,11,4,4,4,No,4,4,No,5,No,No
EMP08334,46,Sales,Account Manager,8142,1,1,1,3,No,3,2,No,5,No,No
EMP08335,30,HR,HR Manager,5819,5,4,2,1,No,1,1,No,2,Yes,No
EMP08336,48,Sales,Account Manager,9606,1,2,4,3,No,2,4,No,3,No,No
EMP08337,45,Sales,Account Manager,8406,1,2,1,4,No,1,2,No,1,No,No
EMP08338,49,HR,HR Specialist,9107,3,4,2,1,Yes,4,1,No,2,Yes,Yes
EMP08339,45,Marketing,Marketing Specialist,8913,2,3,2,4,No,4,1,No,2,Yes,Yes
EMP08340,22,HR,HR Specialist,4564,1,3,1,2,Yes,1,4,No,4,Yes,No
EMP08341,28,Sales,Account Manager,4437,7,4,4,1,No,4,3,No,2,No,Yes
EMP08342,44,Marketing,Brand Manager,7606,8,1,2,2,No,4,3,No,2,Yes,No
EMP08343,38,Sales,Sales Representative,8120,6,4,4,4,No,1,3,No,2,No,No
EMP08344,39,HR,HR Manager,7722,10,4,2,2,No,1,2,Yes,3,No,No
EMP08345,46,R&D,R&D Director,9771,8,4,1,3,Yes,2,4,No,1,No,No
EMP08346,49,Engineering,DevOps Specialist,9224,5,2,1,4,Yes,1,2,No,5,Yes,No
EMP08347,56,Engineering,Tech Lead,11457,3,4,4,2,Yes,3,2,No,5,No,No
EMP08348,42,R&D,Research Scientist,7326,6,4,4,1,No,4,2,No,1,No,No
EMP08349,29,Engineering,Software Engineer,6300,8,2,1,4,No,2,4,No,4,Yes,No
EMP08350,51,R&D,R&D Director,10090,5,4,3,1,No,2,1,No,2,Yes,No
EMP08351,28,R&D,Lab Technician,4317,7,1,3,2,No,3,3,No,1,No,No
EMP08352,41,R&D,Research Scientist,7833,5,1,4,1,No,1,2,Yes,2,Yes,Yes
EMP08353,29,R&D,R&D Director,5545,8,3,2,2,Yes,2,3,No,2,No,No
EMP08354,54,R&D,Lab Technician,10293,3,3,1,1,Yes,3,1,No,1,No,No
EMP08355,26,R&D,Lab Technician,5096,1,2,4,2,Yes,4,3,No,2,No,No
EMP08356,42,Marketing,Marketing Specialist,7208,13,2,3,4,Yes,4,3,No,2,No,No
EMP08357,51,Engineering,Tech Lead,9755,12,2,2,2,Yes,1,1,No,1,No,No
EMP08358,39,HR,HR Manager,8183,6,3,2,3,No,2,2,No,1,No,No
EMP08359,26,Sales,Sales Representative,5449,5,1,4,4,No,3,4,No,5,Yes,No
EMP08360,36,Engineering,QA Engineer,6922,7,1,4,3,No,2,2,No,4,No,Yes
EMP08361,49,Engineering,Software Engineer,9253,13,3,4,2,No,2,4,No,2,No,Yes
EMP08362,36,Engineering,QA Engineer,6014,14,4,4,3,No,2,4,No,1,No,No
EMP08363,42,Engineering,Software Engineer,7159,6,3,4,2,No,1,4,No,3,No,Yes
EMP08364,39,R&D,Lab Technician,7137,8,3,1,2,Yes,2,2,Yes,3,No,No
EMP08365,40,Marketing,Brand Manager,6890,11,4,1,1,No,1,3,Yes,3,No,No
EMP08366,28,HR,HR Manager,5544,1,4,2,3,Yes,4,4,No,3,No,No
EMP08367,44,HR,HR Manager,7656,5,1,4,2,No,2,3,No,2,No,No
EMP08368,50,HR,HR Manager,9112,13,1,2,3,No,2,4,No,1,No,No
EMP08369,54,Sales,Sales Representative,11191,4,4,1,2,No,3,2,No,1,No,No
EMP08370,26,Engineering,DevOps Specialist,5356,5,1,4,2,No,1,3,Yes,2,Yes,No
EMP08371,33,Sales,Sales Representative,6139,9,2,2,3,No,4,4,No,5,Yes,No
EMP08372,37,HR,HR Specialist,7501,2,2,1,3,Yes,1,2,No,2,Yes,No
EMP08373,31,Marketing,Brand Manager,5368,3,1,4,4,Yes,4,4,Yes,3,No,Yes
EMP08374,50,Engineering,Software Engineer,8601,8,4,2,1,No,1,1,No,2,No,Yes
EMP08375,25,Engineering,Software Engineer,4043,2,1,1,2,Yes,2,2,No,2,No,Yes
EMP08376,31,Engineering,QA Engineer,5451,10,1,2,3,No,4,2,No,1,No,Yes
EMP08377,35,Marketing,Brand Manager,5613,6,1,2,4,Yes,4,1,No,4,No,Yes
EMP08378,32,HR,HR Specialist,6653,6,4,1,2,No,3,2,No,3,Yes,No
EMP08379,34,Sales,Sales Representative,5529,12,2,3,3,No,2,3,No,4,No,No
EMP08380,38,Marketing,Brand Manager,6505,13,4,1,3,Yes,4,4,No,5,No,No
EMP08381,30,Engineering,Software Engineer,6275,9,3,2,3,No,4,4,No,5,No,No
EMP08382,26,HR,HR Specialist,5327,5,3,4,3,No,2,2,No,4,No,No
EMP08383,43,Marketing,Marketing Specialist,9193,13,4,1,2,Yes,3,3,No,1,No,No
EMP08384,56,HR,HR Specialist,10011,2,1,2,1,No,1,1,No,1,No,No
EMP08385,36,Marketing,Brand Manager,7540,14,1,2,3,No,4,2,No,5,Yes,No
EMP08386,55,Marketing,Marketing Specialist,9718,7,3,3,1,No,1,3,No,2,No,No
EMP08387,23,Sales,Sales Executive,4354,2,1,3,3,Yes,4,4,No,4,Yes,Yes
EMP08388,32,Sales,Sales Representative,6256,3,3,3,1,Yes,4,4,No,5,Yes,Yes
EMP08389,36,Marketing,Brand Manager,5816,2,4,1,2,Yes,3,3,No,1,No,Yes
EMP08390,39,R&D,Lab Technician,7252,14,4,3,4,No,2,4,No,5,Yes,No
EMP08391,48,HR,HR Specialist,8467,3,4,4,4,No,2,3,No,4,Yes,No
EMP08392,26,HR,HR Manager,3855,2,3,2,3,No,4,2,No,1,No,No
EMP08393,44,Engineering,QA Engineer,8456,4,3,2,4,Yes,1,1,No,3,No,No
EMP08394,59,HR,HR Specialist,12172,8,4,1,4,No,4,2,Yes,4,Yes,Yes
EMP08395,24,HR,HR Specialist,4222,3,2,2,2,No,4,4,No,3,Yes,No
EMP08396,35,Engineering,Software Engineer,6208,8,4,4,4,Yes,2,1,No,1,Yes,No
EMP08397,39,R&D,Lab Technician,7351,12,3,4,4,No,1,1,Yes,2,No,No
EMP08398,32,Marketing,Marketing Specialist,5715,11,4,2,1,No,2,2,No,2,No,No
EMP08399,50,Engineering,QA Engineer,10262,6,3,4,1,No,2,3,No,5,No,No
EMP08400,48,HR,HR Specialist,9414,1,4,4,1,Yes,2,4,No,2,Yes,No
EMP08401,57,HR,HR Specialist,10153,11,2,4,4,No,3,1,No,1,No,No
EMP08402,23,HR,HR Manager,4471,2,2,2,1,No,2,1,No,4,Yes,No
EMP08403,56,HR,HR Specialist,10950,11,4,2,1,No,1,2,Yes,2,No,No
EMP08404,31,Sales,Sales Representative,6430,10,1,3,3,No,1,1,No,2,Yes,No
EMP08405,29,Marketing,Marketing Specialist,5857,6,3,4,3,No,4,1,No,1,No,Yes
EMP08406,47,R&D,Research Scientist,9195,13,2,2,1,No,3,3,No,1,No,No
EMP08407,44,HR,HR Manager,8120,6,1,1,3,No,1,1,No,3,Yes,No
EMP08408,56,Engineering,QA Engineer,11695,3,1,3,1,Yes,1,2,No,4,Yes,No
EMP08409,26,HR,HR Manager,4743,5,4,4,4,Yes,1,1,No,4,No,No
EMP08410,44,R&D,R&D Director,7720,8,4,1,3,Yes,3,3,Yes,3,Yes,Yes
EMP08411,44,Engineering,DevOps Specialist,7901,6,2,4,4,No,2,4,No,2,Yes,No
EMP08412,34,HR,HR Specialist,6308,5,1,3,1,No,2,1,No,1,No,No
EMP08413,37,Sales,Sales Representative,6925,15,1,2,3,No,2,4,No,2,Yes,Yes
EMP08414,47,Marketing,Brand Manager,8389,8,3,3,1,No,2,3,No,2,Yes,No
EMP08415,47,Marketing,Brand Manager,9607,5,2,2,4,No,3,4,No,1,Yes,No
EMP08416,45,HR,HR Manager,7792,4,1,3,2,No,1,4,No,2,No,No
EMP08417,24,R&D,R&D Director,4514,2,1,1,2,Yes,1,2,No,5,No,Yes
EMP08418,52,Sales,Sales Representative,10113,3,4,2,4,No,3,3,No,2,No,No
EMP08419,58,Marketing,Brand Manager,10521,4,3,4,4,Yes,2,3,No,5,No,No
EMP08420,58,HR,HR Specialist,11149,4,3,2,4,No,1,1,Yes,5,No,No
EMP08421,32,Engineering,DevOps Specialist,6644,3,3,3,1,No,4,2,No,2,No,No
EMP08422,48,HR,HR Manager,9226,14,4,4,2,No,1,2,No,4,Yes,No
EMP08423,42,R&D,Lab Technician,8140,2,4,2,2,No,4,3,No,4,No,No
EMP08424,23,Sales,Account Manager,5071,2,2,4,1,Yes,3,3,No,3,Yes,No
EMP08425,53,HR,HR Manager,9761,7,4,1,4,Yes,1,3,No,3,Yes,Yes
EMP08426,59,HR,HR Manager,11976,1,3,3,2,No,1,2,No,1,Yes,Yes
EMP08427,48,Engineering,DevOps Specialist,8701,14,3,4,1,Yes,2,3,Yes,2,Yes,No
EMP08428,39,Sales,Sales Representative,7948,1,4,1,2,No,1,2,Yes,5,No,No
EMP08429,22,Marketing,Brand Manager,4546,1,1,3,1,Yes,3,4,No,4,No,Yes
EMP08430,28,HR,HR Manager,4428,7,3,4,2,No,4,2,No,1,No,Yes
EMP08431,31,Sales,Sales Representative,6087,8,3,4,3,Yes,4,1,No,4,No,Yes
EMP08432,53,R&D,R&D Director,10470,14,2,1,1,Yes,4,4,No,2,Yes,Yes
EMP08433,43,HR,HR Manager,8639,6,1,2,1,Yes,2,1,No,4,No,Yes
EMP08434,46,R&D,Lab Technician,8466,3,1,2,4,Yes,3,1,No,1,Yes,No
EMP08435,43,HR,HR Specialist,7693,3,2,3,3,No,2,4,No,5,Yes,No
EMP08436,57,Sales,Account Manager,11098,9,1,4,1,Yes,3,1,No,4,No,No
EMP08437,31,Marketing,Marketing Specialist,6070,10,1,2,2,No,4,1,No,3,Yes,Yes
EMP08438,51,Marketing,Brand Manager,9908,6,1,2,1,No,2,3,No,3,Yes,No
EMP08439,22,Marketing,Marketing Specialist,4604,1,4,1,4,Yes,4,3,No,1,No,Yes
EMP08440,28,Sales,Account Manager,5795,7,1,3,4,Yes,4,3,Yes,2,No,Yes
EMP08441,25,Marketing,Marketing Specialist,5599,4,2,1,4,No,3,1,No,5,No,Yes
EMP08442,54,Sales,Sales Executive,10348,3,3,4,3,No,3,2,Yes,1,Yes,No
EMP08443,27,Marketing,Marketing Specialist,4389,1,2,1,1,Yes,2,1,Yes,3,No,Yes
EMP08444,53,Engineering,Software Engineer,11196,4,4,2,4,No,4,1,No,4,No,No
EMP08445,31,Sales,Account Manager,5836,2,2,3,1,Yes,4,4,No,5,No,No
EMP08446,29,Sales,Sales Executive,5955,8,3,2,2,Yes,1,1,No,3,Yes,Yes
